,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,error,error_binary
160,Organizational Integration of Acquired Biotechnology Companies into Pharmaceutical Companies_ The Need for a Hybrid Approach _ Academy of Management Journal,15.9,15.66,32.22,11.05,17.5,28.0,6.28,0.0,0.0
161,Organizational Roles and Transition to Entrepreneurship _ Academy of Management Journal,16.0,17.0,23.26,11.94,18.9,15.4,6.85,0.0,0.0
162,Ramping up the Organizational Learning Curve_ Assessing the Impact of Deliberate Learning on Organizational Performance Under Gainsharing _ Academy of Management Journal,17.5,16.83,19.6,13.18,20.2,21.0,6.85,0.0,0.0
163,Safety Climate in Health Care Organizations_ A Multidimensional Approach _ Academy of Management Journal,15.4,15.32,32.94,11.17,16.9,14.4,6.52,0.0,0.0
164,Slack Resources and the Performance of Privately Held Firms _ Academy of Management Journal,17.5,17.76,18.28,13.97,22.2,16.4,7.09,0.0,0.0
165,Status Evolution and Competition_ Theory and Evidence _ Academy of Management Journal,18.5,16.6,17.78,14.03,21.0,41.0,6.92,0.0,0.0
166,Team Diversity and Information Use _ Academy of Management Journal,16.5,16.08,23.05,11.71,18.2,23.5,6.6,0.0,0.0
167,"Team Locus-of-Control Composition, Leadership Structure, Information Acquisition, and Financial Performance_ A Business Simulation Study _ Academy of Management Journal",15.9,15.78,24.68,11.12,17.7,14.5,6.45,0.0,0.0
168,The Effect of General and Partner-Specific Alliance Experience on Joint R&D Project Performance _ Academy of Management Journal,16.4,17.69,23.77,12.16,19.2,17.0,6.99,0.0,0.0
169,The Evolving Value of Foreign Partnerships in Transitioning Economies _ Academy of Management Journal,15.4,17.23,26.1,10.55,17.8,24.666666666666668,6.4,0.0,0.0
170,The Influence of Intellectual Capital on the Types of Innovative Capabilities _ Academy of Management Journal,17.6,18.68,7.15,12.02,20.0,20.8,6.95,0.0,0.0
171,The Nonspread of Innovations_ the Mediating Role of Professionals _ Academy of Management Journal,16.4,16.54,30.8,12.53,18.4,20.0,7.0,0.0,0.0
172,The Social Processes of Organizational Sensemaking _ Academy of Management Journal,18.2,16.95,26.85,13.2,20.6,15.4,6.5,0.0,0.0
173,The Strategic Use of Decentralized Institutions_ Exploring Certification With the ISO 14001 Management Standard _ Academy of Management Journal,16.6,16.59,24.48,11.24,18.0,25.666666666666668,6.58,0.0,0.0
174,Time to Break Up_ Social and Instrumental Antecedents of Firm Exits from Exchange Cliques _ Academy of Management Journal,14.6,14.97,40.48,11.39,17.4,24.666666666666668,6.47,0.0,0.0
175,Trust in Management and Performance_ Who Minds the Shop While the Employees Watch the Boss_ _ Academy of Management Journal,15.9,14.74,32.12,11.56,16.9,25.666666666666668,6.55,0.0,0.0
176,"Turnover, Social Capital Losses, and Performance _ Academy of Management Journal",17.2,16.25,27.96,13.23,20.0,15.4,6.79,0.0,0.0
177,Unbundling the Structure of Inertia_ Resource Versus Routine Rigidity _ Academy of Management Journal,16.3,16.42,30.91,12.07,18.3,21.0,6.62,0.0,0.0
178,Understanding Organization-Customer Links in Service Settings _ Academy of Management Journal,15.3,14.62,32.53,11.05,16.5,20.75,6.36,0.0,0.0
179,Using Self-Categorization Theory to Understand Relational Demography–Based Variations in People's Responsiveness to Organizational Culture _ Academy of Management Journal,17.8,18.63,13.78,12.97,20.7,23.75,7.04,0.0,0.0
180,When Does Lack of Resources Make New Firms Innovative_ _ Academy of Management Journal,14.8,16.35,36.18,10.18,16.6,14.0,6.51,0.0,0.0
181,"When is an Hour Not 60 Minutes_ Deadlines, Temporal Schemata, and Individual and Task Group Performance _ Academy of Management Journal",15.6,13.81,36.83,12.61,17.7,10.285714285714286,6.64,0.0,0.0
182,A Changing of the Guard Executive and Director Turnover Following Corporate Financial Restatements  Academy of Management Journal,15.6,16.3,35.17,10.47,16.8,19.75,6.57,0.0,0.0
183,Adding Interpersonal Learning and Tacit Knowledge to March's Exploration-Exploitation Model  Academy of Management Journal,14.8,16.13,26.51,10.77,16.6,15.0,6.67,0.0,0.0
184,Balancing Exploration and Exploitation in Alliance Formation  Academy of Management Journal,16.9,18.57,21.33,12.53,21.1,25.0,6.66,0.0,0.0
185,"Boundary Spanners' Identification, Intergroup Contact, and Effective Intergroup Relations  Academy of Management Journal",15.8,18.33,17.64,10.73,19.2,15.8,6.57,0.0,0.0
186,"Capabilities, Contractual Hazards, and Governance Integrating Resource-Based and Transaction Cost Perspectives  Academy of Management Journal",16.8,17.41,22.65,11.83,19.3,16.8,6.55,0.0,0.0
187,Constructing Professional Identity The Role of Work and Identity Learning Cycles in the Customization of Identity Among Medical Residents  Academy of Management Journal,15.8,13.99,38.66,11.61,16.7,18.5,6.24,0.0,0.0
188,Crafting Social Issues at Work  Academy of Management Journal,15.8,16.65,24.27,11.7,18.1,17.75,6.82,0.0,0.0
189,Cross-Level Effects of Workplace Diversity on Sales Performance and Pay  Academy of Management Journal,15.8,16.13,32.33,10.87,18.2,20.5,6.21,0.0,0.0
190,Cutthroat Cooperation Asymmetrical Adaptation To Changes In Team Reward Structures  Academy of Management Journal,16.9,15.79,20.11,12.74,19.0,27.0,6.6,0.0,0.0
191,Diversity Crises How Firms Manage Discrimination Lawsuits  Academy of Management Journal,16.6,16.6,21.94,12.53,18.7,16.8,6.87,0.0,0.0
192,Do CEO Stock Options Prevent or Promote Fraudulent Financial Reporting  Academy of Management Journal,15.9,15.84,34.05,10.84,16.9,24.0,6.49,0.0,0.0
193,Do Leaders' Influence Tactics Relate to Members' Helping Behavior IT Depends on the Quality of the Relationship  Academy of Management Journal,15.4,15.9,32.43,11.33,17.8,17.75,6.52,0.0,0.0
194,"Does Ceo Charisma Matter An Empirical Analysis Of The Relationships Among Organizational Performance, Environmental Uncertainty",16.5,17.46,24.37,11.77,19.0,43.0,6.79,0.0,0.0
195,"Empowering Leadership in Management Teams Effects on Knowledge Sharing, Efficacy, And Performance  Academy of Management Journal",15.0,15.43,36.39,10.01,15.7,18.75,6.46,0.0,0.0
196,Expertness Diversity and Interpersonal Helping in Teams Why those who Need the Most Help End Up Getting the Least  Academy of Management Journal,15.9,15.38,31.11,11.73,17.8,26.0,6.46,0.0,0.0
197,Extending the Faultline Model to Geographically Dispersed Teams How Colocated Subgroups can Impair Group Functioning  Academy of Management Journal,15.6,16.6,31.72,12.11,18.6,17.75,6.88,0.0,0.0
198,Filling Empty Seats How Status and Organizational Hierarchies Affect Exploration Versus Exploitation in Team Design  Academy of Management Journal,15.6,16.59,32.53,11.88,18.8,19.25,6.94,0.0,0.0
199,From the Editors Examining the Impact and Role of Special Issue and Regular Journal Articles in the Field of Management  Academy of Management Journal,16.0,15.26,27.35,13.3,19.7,14.0,6.76,0.0,0.0
200,High-Involvement Management and Workforce Reduction Competitive Advantage or Disadvantage  Academy of Management Journal,15.3,16.77,25.49,10.75,18.0,20.0,6.48,0.0,0.0
201,How Important are Job Attitudes Meta-Analytic Comparisons of Integrative Behavioral Outcomes and Time Sequences  Academy of Management Journal,15.7,16.93,28.23,9.76,17.1,21.0,6.33,0.0,0.0
202,Institutional Entrepreneurship In Mature Fields The Big Five Accounting Firms  Academy of Management Journal,15.4,16.59,26.1,10.97,17.1,14.4,6.73,0.0,0.0
203,Justice and Leader-Member Exchange The Moderating Role of Organizational Culture  Academy of Management Journal,14.8,16.53,28.13,10.12,16.6,19.5,6.52,0.0,0.0
204,Knowledge Creation Through External Venturing Evidence from the Telecommunications Equipment Manufacturing Industry  Academy of Management Journal,16.6,17.35,22.04,12.3,19.8,16.0,6.75,0.0,0.0
205,Knowledge Exchange and Combination The Role of Human Resource Practices in the Performance of High-Technology Firms  Academy of Management Journal,16.2,17.06,30.2,11.89,19.6,23.0,6.39,0.0,0.0
206,Legitimizing a New Role Small Wins and Microprocesses of Change  Academy of Management Journal,15.5,14.39,38.35,12.22,17.2,19.25,6.52,0.0,0.0
207,Local Density and Foreign Subsidiary Performance  Academy of Management Journal,15.9,16.94,24.27,10.92,18.4,21.5,6.44,0.0,0.0
208,"Make, Buy, or Ally A Transaction Cost Theory Meta-Analysis  Academy of Management Journal",14.9,16.81,22.41,8.78,15.9,13.833333333333334,6.22,0.0,0.0
209,Mixing Standard Work and Nonstandard Deals The Consequences of Heterogeneity in Employment Arrangements  Academy of Management Journal,17.1,18.69,22.55,11.79,20.8,29.0,6.46,0.0,0.0
210,Multinational Organization Context Implications for Team Learning and Performance  Academy of Management Journal,15.8,17.06,24.88,11.22,18.3,20.75,6.62,0.0,0.0
211,Network Strategies and Performance of Canadian Investment Banks  Academy of Management Journal,16.1,16.25,30.7,12.01,18.6,23.0,6.59,0.0,0.0
212,Nonmarket Strategy Performance Evidence from U.S. Electric Utilities  Academy of Management Journal,16.8,17.11,24.68,11.06,18.3,20.25,6.52,0.0,0.0
213,Organizing for Innovation Managing the Coordination-Autonomy Dilemma in Technology Acquisitions  Academy of Management Journal,16.7,17.76,22.75,12.0,19.6,26.333333333333332,6.67,0.0,0.0
214,Responding to Organizational Identity Threats Exploring the Role of Organizational Culture  Academy of Management Journal,18.3,17.0,17.88,13.72,21.2,25.333333333333332,6.75,0.0,0.0
215,Revisiting Burns And Stalker Formal Structure And New Venture Performance In Emerging Economic Sectors  Academy of Management Journal,15.9,17.69,24.48,11.91,19.0,15.0,7.09,0.0,0.0
216,Service with A Smile and Encounter Satisfaction Emotional Contagion and Appraisal Mechanisms  Academy of Management Journal,14.8,15.43,34.05,11.03,16.8,18.5,6.66,0.0,0.0
217,Social Yet Creative The Role Of Social Relationships In Facilitating Individual Creativity  Academy of Management Journal,15.5,15.2,33.24,11.03,16.9,19.5,6.47,0.0,0.0
218,Spillovers And Governance An Analysis Of Knowledge And Reputational Spillovers In Information Technology  Academy of Management Journal,16.3,16.42,31.62,11.68,18.1,19.5,6.55,0.0,0.0
219,Stakeholder Pressures And Environmental Performance  Academy of Management Journal,17.0,17.18,23.05,11.74,18.8,21.5,6.55,0.0,0.0
220,"Stewards, Agents, and the Founder Discount Executive Compensation in New Ventures  Academy of Management Journal",15.6,16.88,25.49,10.74,18.2,17.6,6.55,0.0,0.0
221,Stretchwork Managing the Career Progression Paradox in External Labor Markets  Academy of Management Journal,15.3,14.45,39.26,11.64,16.8,18.5,6.44,0.0,0.0
222,Superman or the Fantastic Four knowledge combination And experience in Innovative Teams  Academy of Management Journal,15.1,15.26,33.54,10.92,16.6,19.75,6.55,0.0,0.0
223,Sure Everyone Can Be Replaced … But At What Cost Turnover As A Predictor Of Unit-Level Performance  Academy of Management Journal,14.2,14.97,35.27,10.67,15.5,14.6,6.75,0.0,0.0
224,System Breakdown The Role of Mental Models and Transactive Memory in the Relationship between Acute Stress and Team Performance  Academy of Management Journal,14.9,14.62,34.46,10.7,16.0,34.5,6.54,0.0,0.0
225,The Burden of Celebrity the Impact of Ceo Certification Contests on Ceo Pay and Performance  Academy of Management Journal,15.3,14.97,39.67,11.68,17.3,19.5,6.51,0.0,0.0
226,The Effects of Emotional Ambivalence on Creativity  Academy of Management Journal,17.7,16.54,20.21,12.81,20.0,23.75,6.63,0.0,0.0
227,"The Importance of Resources in the Internationalization of Professional Service Firms The Good, the Bad, and The Ugly  Academy of Management Journal",15.1,16.48,26.81,9.76,16.8,22.75,6.1,0.0,0.0
228,The Influence of Acquisition Experience and Performance on Acquisition Behavior Evidence From the U.S. Commercial Banking Industry  Academy of Management Journal,16.6,17.0,24.58,11.4,18.4,27.333333333333332,6.65,0.0,0.0
229,The Influence of Founding Team Company Affiliations on Firm Behavior  Academy of Management Journal,14.9,16.19,34.26,10.32,17.1,15.2,6.29,0.0,0.0
230,The Influence of Team Knowledge and Formal Plans on Episodic Team Process-Performance Relationships  Academy of Management Journal,15.4,16.19,34.36,10.99,17.4,15.0,6.67,0.0,0.0
231,The Interactive Effects of Personal Traits and Experienced States on Intraindividual Patterns of Citizenship Behavior  Academy of Management Journal,17.4,17.81,15.31,11.44,19.4,24.25,6.52,0.0,0.0
232,The Interplay Between Exploration and Exploitation  Academy of Management Journal,17.2,17.24,21.33,12.81,19.6,13.166666666666666,6.88,0.0,0.0
233,The Relational Foundation Of Research An Underappreciated Dimension Of Interesting Research  Academy of Management Journal,15.6,14.28,37.03,13.55,17.7,15.5,7.38,0.0,0.0
234,The Structure and Function of Human Capital Emergence a Multilevel Examination of the Attraction-Selection-Attrition Model  Academy of Management Journal,17.0,18.39,16.02,11.26,19.7,18.8,6.48,0.0,0.0
235,The Symbolic Management of Strategic Change Sensegiving Via Framing and Decoupling  Academy of Management Journal,15.6,17.69,25.8,11.0,18.7,37.5,6.72,0.0,0.0
236,The Work of the Symbolic in Institutional Processes Translations of Rational Myths in Israeli High Tech  Academy of Management Journal,15.8,15.55,31.51,11.72,17.6,18.0,6.6,0.0,0.0
237,"Ties, Leaders, And Time In Teams Strong Inference About Network Structure’s Effects On Team Viability And Performance  Academy of Management Journal",14.1,14.44,36.28,9.64,15.0,14.4,6.24,0.0,0.0
238,Transformational Leadership and Job Behaviors The Mediating Role of Core Job Characteristics  Academy of Management Journal,15.6,16.48,26.71,10.76,17.0,20.5,6.69,0.0,0.0
239,"Uncertainty, Opportunism, and Governance The Effects of Volatility and Ambiguity on Formal and Relational Contracting  Academy of Management Journal",17.4,17.87,22.65,12.29,19.6,16.8,6.77,0.0,0.0
240,"What Makes Management Research Interesting, And Why Does It Matter  Academy of Management Journal",18.0,15.21,22.99,16.17,20.9,26.333333333333332,7.79,0.0,0.0
241,When Does Trust Matter to Alliance Performance  Academy of Management Journal,15.2,16.94,26.0,10.53,17.9,21.25,6.42,0.0,0.0
242,When Exploration Backfires Unintended Consequences of Multilevel Organizational Search  Academy of Management Journal,15.6,15.14,32.22,11.35,17.2,16.4,6.57,0.0,0.0
243,When Fashion is Fleeting Transitory Collective Beliefs and the Dynamics of TQM Consulting  Academy of Management Journal,16.5,16.25,29.89,12.73,19.1,18.25,6.89,0.0,0.0
244,When I Write My Masterpiece Thoughts On What Makes A Paper Interesting  Academy of Management Journal,14.3,13.0,47.42,12.83,15.4,17.0,7.45,0.0,0.0
245,Where is the “Me” Among the “We” Identity Work and the Search for Optimal Balance  Academy of Management Journal,15.2,13.64,39.47,11.34,16.1,16.6,6.26,0.0,0.0
246,9_11 and New York City Firefighters' Post Hoc Unit Support and Control Climates_ A Context Theory of the Consequences of Involvement in Traumatic Work-Related Events,19.2,16.78,-88.02,15.4,23.0,17.0,6.93,0.0,0.0
247,A Multilevel Investigation of Antecedents and Consequences of Team Member Boundary-Spanning Behavior,17.6,17.12,-74.38,13.71,21.0,13.166666666666666,6.87,0.0,0.0
248,A New Model of Work Role Performance_ Positive Behavior in Uncertain and Interdependent Contexts,16.2,15.78,-85.21,10.85,17.3,15.2,6.3,0.0,0.0
249,A Tale of Two Cities_ Competing Logics and Practice Variation in the Professionalizing of Mutual Funds,19.6,17.36,-182.29,16.42,24.1,42.5,7.32,0.0,0.0
250,"Abusive Supervision, Upward Maintenance Communication, and Subordinates' Psychological Distress",17.2,17.99,-104.57,12.64,20.1,11.857142857142858,7.13,0.0,0.0
251,Being Emotional During Decision Making—Good or Bad_ an Empirical Investigation,19.6,17.82,-204.22,14.53,23.0,19.5,6.84,0.0,0.0
252,Competitive Tension_ The Awareness-Motivation-Capability Perspective,17.7,16.66,-74.38,13.59,20.6,25.0,6.87,0.0,0.0
253,"Death Hurts, But It Isn't Fatal_ The Postexit Diffusion of Knowledge Created by Innovative Companies",16.5,14.57,-56.14,12.71,18.0,25.0,6.53,0.0,0.0
254,Deciding to Bribe_ a Cross-Level Analysis of Firm and Home Country Influences on Bribery Activity,17.0,17.41,-71.13,12.5,19.7,8.5,6.78,0.0,0.0
255,Delegation And Employee Work Outcomes_ An Examination Of The Cultural Context Of Mediating Processes In China,19.0,18.34,-208.62,13.58,21.6,22.25,7.11,0.0,0.0
