,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,lexicon_count,sentence_count
167,"Team Locus-of-Control Composition, Leadership Structure, Information Acquisition, and Financial Performance_ A Business Simulation Study _ Academy of Management Journal",17.6,15.32,27.76,13.58,18.7,14.5,6.91,9066,344
168,The Effect of General and Partner-Specific Alliance Experience on Joint R&D Project Performance _ Academy of Management Journal,16.2,16.71,24.37,11.97,17.7,17.0,7.01,7970,372
169,The Evolving Value of Foreign Partnerships in Transitioning Economies _ Academy of Management Journal,14.9,15.72,35.68,10.1,15.5,24.666666666666668,6.37,12607,678
170,The Influence of Intellectual Capital on the Types of Innovative Capabilities _ Academy of Management Journal,20.5,19.21,-0.88,15.56,23.2,20.8,7.56,6166,208
171,The Nonspread of Innovations_ the Mediating Role of Professionals _ Academy of Management Journal,17.0,16.31,28.77,13.52,19.0,16.2,7.25,8539,336
172,The Social Processes of Organizational Sensemaking _ Academy of Management Journal,19.8,16.89,20.65,16.01,23.1,13.0,7.02,12881,386
173,The Strategic Use of Decentralized Institutions_ Exploring Certification With the ISO 14001 Management Standard _ Academy of Management Journal,18.5,15.9,17.68,13.94,19.8,25.333333333333332,6.93,8482,303
174,Time to Break Up_ Social and Instrumental Antecedents of Firm Exits from Exchange Cliques _ Academy of Management Journal,16.5,14.34,32.36,14.75,19.4,24.333333333333332,6.94,11127,369
175,Trust in Management and Performance_ Who Minds the Shop While the Employees Watch the Boss_ _ Academy of Management Journal,17.2,14.34,27.05,13.61,18.2,25.333333333333332,6.85,7657,283
176,"Turnover, Social Capital Losses, and Performance _ Academy of Management Journal",17.9,15.84,26.24,14.11,19.8,15.4,6.98,6549,235
177,Unbundling the Structure of Inertia_ Resource Versus Routine Rigidity _ Academy of Management Journal,16.7,14.86,27.86,13.24,18.1,20.75,6.83,10438,397
178,Understanding Organization-Customer Links in Service Settings _ Academy of Management Journal,17.9,14.86,21.36,15.55,21.2,20.5,6.97,8574,262
179,Using Self-Categorization Theory to Understand Relational Demography–Based Variations in People's Responsiveness to Organizational Culture _ Academy of Management Journal,17.7,17.7,14.19,12.96,19.3,23.5,7.11,6160,267
180,When Does Lack of Resources Make New Firms Innovative_ _ Academy of Management Journal,17.3,15.26,26.74,13.96,19.1,14.0,7.0,7466,272
181,"When is an Hour Not 60 Minutes_ Deadlines, Temporal Schemata, and Individual and Task Group Performance _ Academy of Management Journal",17.3,13.99,30.03,15.47,20.3,10.571428571428571,7.03,8719,268
182,A Changing of the Guard Executive and Director Turnover Following Corporate Financial Restatements  Academy of Management Journal,18.3,15.9,26.64,14.15,19.6,19.75,7.17,7897,287
183,Adding Interpersonal Learning and Tacit Knowledge to March's Exploration-Exploitation Model  Academy of Management Journal,15.9,16.08,22.45,12.44,17.7,15.0,6.89,6013,258
184,Balancing Exploration and Exploitation in Alliance Formation  Academy of Management Journal,18.6,18.11,15.54,14.98,22.5,24.666666666666668,7.04,11221,373
185,"Boundary Spanners' Identification, Intergroup Contact, and Effective Intergroup Relations  Academy of Management Journal",18.3,18.05,18.28,14.24,21.4,19.5,7.22,6231,227
186,"Capabilities, Contractual Hazards, and Governance Integrating Resource-Based and Transaction Cost Perspectives  Academy of Management Journal",17.9,16.37,18.49,13.56,19.9,16.8,6.82,9298,342
187,Constructing Professional Identity The Role of Work and Identity Learning Cycles in the Customization of Identity Among Medical Residents  Academy of Management Journal,17.3,14.17,33.48,13.81,18.8,14.8,6.57,15270,525
188,Crafting Social Issues at Work  Academy of Management Journal,15.2,16.19,26.51,10.85,16.3,17.75,6.77,7708,400
189,Cross-Level Effects of Workplace Diversity on Sales Performance and Pay  Academy of Management Journal,19.3,15.62,19.33,16.18,22.8,20.75,6.88,9989,288
190,Cutthroat Cooperation Asymmetrical Adaptation To Changes In Team Reward Structures  Academy of Management Journal,18.8,15.85,20.35,16.04,22.3,16.2,7.01,9053,269
191,Diversity Crises How Firms Manage Discrimination Lawsuits  Academy of Management Journal,17.6,15.9,25.93,14.33,20.0,16.8,7.1,9339,331
192,Do CEO Stock Options Prevent or Promote Fraudulent Financial Reporting  Academy of Management Journal,19.2,16.31,23.6,15.31,21.3,23.666666666666668,7.2,7841,257
193,Do Leaders' Influence Tactics Relate to Members' Helping Behavior IT Depends on the Quality of the Relationship  Academy of Management Journal,17.3,16.02,25.42,14.26,20.2,17.75,6.92,7489,261
194,"Does Ceo Charisma Matter An Empirical Analysis Of The Relationships Among Organizational Performance, Environmental Uncertainty",19.0,16.89,14.53,15.89,22.1,43.0,7.42,5186,167
195,"Empowering Leadership in Management Teams Effects on Knowledge Sharing, Efficacy, And Performance  Academy of Management Journal",18.3,15.84,25.53,14.53,20.2,19.75,7.11,5940,208
196,Expertness Diversity and Interpersonal Helping in Teams Why those who Need the Most Help End Up Getting the Least  Academy of Management Journal,18.7,15.1,19.54,16.46,22.2,26.0,7.11,7727,224
197,Extending the Faultline Model to Geographically Dispersed Teams How Colocated Subgroups can Impair Group Functioning  Academy of Management Journal,17.6,16.66,24.41,15.31,21.2,23.333333333333332,7.38,6336,213
198,Filling Empty Seats How Status and Organizational Hierarchies Affect Exploration Versus Exploitation in Team Design  Academy of Management Journal,17.4,15.15,25.73,14.8,19.5,19.25,7.4,9072,320
199,From the Editors Examining the Impact and Role of Special Issue and Regular Journal Articles in the Field of Management  Academy of Management Journal,16.6,13.82,31.45,14.89,19.5,14.0,6.92,7406,238
200,High-Involvement Management and Workforce Reduction Competitive Advantage or Disadvantage  Academy of Management Journal,17.7,16.77,26.34,14.09,20.6,20.0,7.0,7364,265
201,How Important are Job Attitudes Meta-Analytic Comparisons of Integrative Behavioral Outcomes and Time Sequences  Academy of Management Journal,19.9,17.76,16.25,15.05,22.0,20.5,7.23,7848,267
202,Institutional Entrepreneurship In Mature Fields The Big Five Accounting Firms  Academy of Management Journal,16.9,16.31,29.59,13.12,18.6,14.4,7.09,10771,438
203,Justice and Leader-Member Exchange The Moderating Role of Organizational Culture  Academy of Management Journal,16.5,16.66,22.85,12.65,18.1,19.25,7.03,5348,234
204,Knowledge Creation Through External Venturing Evidence from the Telecommunications Equipment Manufacturing Industry  Academy of Management Journal,18.4,16.37,23.5,15.28,21.3,16.0,7.2,7938,259
205,Knowledge Exchange and Combination The Role of Human Resource Practices in the Performance of High-Technology Firms  Academy of Management Journal,19.0,17.07,19.33,16.24,24.0,23.0,6.97,7625,220
206,Legitimizing a New Role Small Wins and Microprocesses of Change  Academy of Management Journal,16.5,13.88,33.17,14.35,18.7,19.25,6.83,12446,423
207,Local Density and Foreign Subsidiary Performance  Academy of Management Journal,18.6,16.78,14.53,14.85,22.0,21.75,6.97,7495,241
208,"Make, Buy, or Ally A Transaction Cost Theory Meta-Analysis  Academy of Management Journal",19.8,18.0,16.66,15.21,22.0,14.0,7.37,8548,295
209,Mixing Standard Work and Nonstandard Deals The Consequences of Heterogeneity in Employment Arrangements  Academy of Management Journal,19.7,17.65,13.01,15.65,23.4,28.666666666666668,6.95,10233,314
210,Multinational Organization Context Implications for Team Learning and Performance  Academy of Management Journal,18.1,17.13,25.32,14.58,21.1,20.75,7.11,9223,320
211,Network Strategies and Performance of Canadian Investment Banks  Academy of Management Journal,18.3,16.14,23.09,15.13,21.4,18.25,7.0,6954,224
212,Nonmarket Strategy Performance Evidence from U.S. Electric Utilities  Academy of Management Journal,19.4,16.49,16.05,14.63,20.9,20.25,7.02,9719,328
213,Organizing for Innovation Managing the Coordination-Autonomy Dilemma in Technology Acquisitions  Academy of Management Journal,19.2,17.18,13.82,15.62,22.5,26.0,7.15,9240,291
214,Responding to Organizational Identity Threats Exploring the Role of Organizational Culture  Academy of Management Journal,21.2,17.07,7.12,18.33,25.8,25.333333333333332,7.49,12625,329
215,Revisiting Burns And Stalker Formal Structure And New Venture Performance In Emerging Economic Sectors  Academy of Management Journal,18.3,17.24,16.15,15.38,21.5,15.0,7.55,5965,202
216,Service with A Smile and Encounter Satisfaction Emotional Contagion and Appraisal Mechanisms  Academy of Management Journal,17.1,15.9,26.24,14.33,19.9,18.5,7.16,4524,162
217,Social Yet Creative The Role Of Social Relationships In Facilitating Individual Creativity  Academy of Management Journal,17.5,14.68,25.83,14.07,19.1,19.5,6.9,8827,312
218,Spillovers And Governance An Analysis Of Knowledge And Reputational Spillovers In Information Technology  Academy of Management Journal,17.6,15.44,26.03,13.86,19.5,19.5,6.81,8817,314
219,Stakeholder Pressures And Environmental Performance  Academy of Management Journal,19.1,17.01,15.34,14.98,21.7,21.25,7.04,8239,272
220,"Stewards, Agents, and the Founder Discount Executive Compensation in New Ventures  Academy of Management Journal",18.3,16.26,25.02,14.39,20.5,17.4,7.08,6917,238
221,Stretchwork Managing the Career Progression Paradox in External Labor Markets  Academy of Management Journal,16.7,14.63,33.28,14.26,19.3,18.25,6.88,12708,434
222,Superman or the Fantastic Four knowledge combination And experience in Innovative Teams  Academy of Management Journal,16.7,14.74,27.25,13.42,18.3,19.75,6.85,10007,372
223,Sure Everyone Can Be Replaced … But At What Cost Turnover As A Predictor Of Unit-Level Performance  Academy of Management Journal,15.3,14.45,39.47,12.45,16.4,14.4,7.02,5391,232
224,System Breakdown The Role of Mental Models and Transactive Memory in the Relationship between Acute Stress and Team Performance  Academy of Management Journal,17.7,15.55,25.73,14.52,19.8,34.5,7.2,6950,245
225,The Burden of Celebrity the Impact of Ceo Certification Contests on Ceo Pay and Performance  Academy of Management Journal,16.6,13.76,34.09,13.9,18.3,19.25,6.81,9930,348
226,The Effects of Emotional Ambivalence on Creativity  Academy of Management Journal,19.9,17.07,13.41,15.66,22.7,23.5,7.04,7725,240
227,"The Importance of Resources in the Internationalization of Professional Service Firms The Good, the Bad, and The Ugly  Academy of Management Journal",16.8,16.42,21.63,11.93,18.3,22.75,6.37,10152,422
228,The Influence of Acquisition Experience and Performance on Acquisition Behavior Evidence From the U.S. Commercial Banking Industry  Academy of Management Journal,20.3,16.78,11.48,16.66,23.4,27.333333333333332,7.3,7069,207
229,The Influence of Founding Team Company Affiliations on Firm Behavior  Academy of Management Journal,16.1,15.26,29.48,12.27,17.7,15.2,6.55,8520,345
230,The Influence of Team Knowledge and Formal Plans on Episodic Team Process-Performance Relationships  Academy of Management Journal,17.5,16.54,28.37,13.64,19.4,14.8,7.14,7161,278
231,The Interactive Effects of Personal Traits and Experienced States on Intraindividual Patterns of Citizenship Behavior  Academy of Management Journal,21.8,18.92,1.7,17.11,25.9,24.0,7.35,7212,204
232,The Interplay Between Exploration and Exploitation  Academy of Management Journal,18.9,16.6,22.99,15.54,21.7,13.0,7.28,7361,237
233,The Relational Foundation Of Research An Underappreciated Dimension Of Interesting Research  Academy of Management Journal,17.0,14.23,29.93,16.38,20.6,15.5,7.73,4080,125
234,The Structure and Function of Human Capital Emergence a Multilevel Examination of the Attraction-Selection-Attrition Model  Academy of Management Journal,18.3,17.99,12.36,12.67,20.2,18.6,6.63,7780,313
235,The Symbolic Management of Strategic Change Sensegiving Via Framing and Decoupling  Academy of Management Journal,20.1,16.66,17.71,17.79,24.3,37.5,7.65,8964,247
236,The Work of the Symbolic in Institutional Processes Translations of Rational Myths in Israeli High Tech  Academy of Management Journal,17.5,15.21,24.21,14.76,20.1,17.75,7.03,10777,360
237,"Ties, Leaders, And Time In Teams Strong Inference About Network Structure’s Effects On Team Viability And Performance  Academy of Management Journal",16.4,15.09,28.17,13.16,18.3,14.4,6.77,9658,371
238,Transformational Leadership and Job Behaviors The Mediating Role of Core Job Characteristics  Academy of Management Journal,18.6,16.95,16.66,15.04,21.1,20.5,7.42,5682,196
239,"Uncertainty, Opportunism, and Governance The Effects of Volatility and Ambiguity on Formal and Relational Contracting  Academy of Management Journal",18.4,17.0,19.4,13.57,20.0,16.8,6.95,9485,360
240,"What Makes Management Research Interesting, And Why Does It Matter  Academy of Management Journal",18.2,13.94,27.49,17.52,21.5,19.75,7.93,3429,98
241,When Does Trust Matter to Alliance Performance  Academy of Management Journal,17.9,16.89,17.57,14.4,20.7,21.0,7.16,8999,320
242,When Exploration Backfires Unintended Consequences of Multilevel Organizational Search  Academy of Management Journal,17.3,14.92,25.83,13.86,19.4,16.2,6.88,8683,307
243,When Fashion is Fleeting Transitory Collective Beliefs and the Dynamics of TQM Consulting  Academy of Management Journal,18.0,14.98,22.99,15.53,20.4,18.25,7.3,9846,317
244,When I Write My Masterpiece Thoughts On What Makes A Paper Interesting  Academy of Management Journal,14.5,12.42,44.48,13.92,16.3,17.0,7.62,3508,132
245,Where is the “Me” Among the “We” Identity Work and the Search for Optimal Balance  Academy of Management Journal,16.4,13.41,35.1,13.21,17.7,16.6,6.56,16329,594
246,9_11 and New York City Firefighters' Post Hoc Unit Support and Control Climates_ A Context Theory of the Consequences of Involvement in Traumatic Work-Related Events,20.2,16.72,9.66,17.03,24.3,17.0,7.2,9471,264
247,A Multilevel Investigation of Antecedents and Consequences of Team Member Boundary-Spanning Behavior,18.4,17.65,16.76,14.63,21.6,13.166666666666666,7.04,8733,302
248,A New Model of Work Role Performance_ Positive Behavior in Uncertain and Interdependent Contexts,16.6,15.9,24.07,11.32,17.0,15.2,6.44,8944,413
249,A Tale of Two Cities_ Competing Logics and Practice Variation in the Professionalizing of Mutual Funds,18.2,16.08,25.93,14.53,20.0,42.5,7.11,9067,322
250,"Abusive Supervision, Upward Maintenance Communication, and Subordinates' Psychological Distress",19.8,18.63,5.66,16.05,23.7,11.857142857142858,7.62,5098,162
251,Being Emotional During Decision Making—Good or Bad_ an Empirical Investigation,19.6,17.64,8.71,14.22,21.6,19.5,6.87,8774,308
252,Competitive Tension_ The Awareness-Motivation-Capability Perspective,17.7,16.19,17.98,14.01,20.1,25.0,6.99,8402,303
253,"Death Hurts, But It Isn't Fatal_ The Postexit Diffusion of Knowledge Created by Innovative Companies",16.8,13.64,34.6,13.57,18.0,25.0,6.61,12155,434
